CODI_CAPA,CAPA_GENERICA,NOM_CAPA,EQUIPAMENT,NOM_DISTRICTE,NOM_BARRI,ADRECA
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi al carrer Sabino de Arana,Les Corts,la Maternitat i Sant Ramon,"C Sabino Arana, 1"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Trinitat Vella,Sant Andreu,la Trinitat Vella,"Via Bàrcino, 84*86"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de Josep Pla amb Passeig Taulat,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,"Pg Taulat, 283"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del c. Sant Ramon de Penyafort amb el c. Rull,Sant Martí,el Besòs i el Maresme,"C Llull, 419"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Calàbria amb carrer Rosselló,Eixample,la Nova Esquerra de l'Eixample,"C Calàbria, 228"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Olímpics Vall Hebron,Horta-Guinardó,la Vall d'Hebron,"Pg Vall d'Hebron, 166*176"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer del Consell de Cent amb carrer Girona,Eixample,la Dreta de l'Eixample,"C Consell de Cent, 372"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Diputació,Eixample,la Nova Esquerra de l'Eixample,"C Rocafort, 101"
P001,Internet i comunicacions,WiFi BCN,Museu de Ciències Naturals de Barcelona - Museu Martorell,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","Pg Picasso, 9*11"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de Bac de Roda amb el Passeig Taulat,Sant Martí,el Poblenou,"Pg Taulat, 205"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Moianés amb Ctra de la Bordeta,Sants-Montjuïc,Hostafrancs,"C Moianès, 42"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Calàbria amb Sepúlveda,Eixample,Sant Antoni,"C Sepúlveda, 82"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la Plaça Molina,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"Pl Molina, 5"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb carrer Còrsega,Eixample,la Nova Esquerra de l'Eixample,"C Rocafort, 245"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a Pla de Palau,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","Pla Palau, 9999"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Modolell amb Via Augusta,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Modolell, 17"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Bilbao amb Pere IV,Sant Martí,el Poblenou,"C Bilbao, 123"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic El Coll - La Bruguera-Casal de Joves del Coll,Gràcia,el Coll,"Duran i Borrell, 24"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Entença amb Sepúlveda,Eixample,Sant Antoni,"C Sepúlveda, 41"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Numància amb Avinguda Diagonal,Les Corts,les Corts,"C Numància, 173"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta 365 amb Institut Químic,Sarrià-Sant Gervasi,Sarrià,"Via Augusta, 365"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Pujades,Sant Martí,el Poblenou,"C Marià Aguiló, 54"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb carrer Rosselló,Eixample,l'Antiga Esquerra de l'Eixample,"C Casanova, 145"
P001,Internet i comunicacions,WiFi BCN,Platja de la Barceloneta,Ciutat Vella,la Barceloneta,"Pg Marítim Barceloneta, 14"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Provença amb Marina,Eixample,la Sagrada Família,"C Provença, 443"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Selva de Mar amb el Passeig Garcia Faria,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,"C Selva de Mar, 1"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Casa Golferichs,Eixample,la Nova Esquerra de l'Eixample,"G.V. Corts Catalanes, 491"
P001,Internet i comunicacions,WiFi BCN,Espai de Gent Gran Maria Aurèlia Capmany,Eixample,l'Antiga Esquerra de l'Eixample,"Enric Granados, 47"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Ferrater i Mora amb el Passeig del Taulat,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,"Pg Taulat, 158"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Via Laietana amb el carrer Julià Portet,Ciutat Vella,el Barri Gòtic,"Via Laietana, 43"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Rosselló amb carrer Castillejos,Eixample,la Sagrada Família,"C Rosselló, 479"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Santa Caterina i el Passeig de Sant Antoni,Sants-Montjuïc,Sants,"Pg Sant Antoni, 39"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal  Colom,Ciutat Vella,el Barri Gòtic,"C la Rambla, 18"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Aiguajoc Borrell,Eixample,Sant Antoni,"C Comte Borrell, 21*33"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb el carrer Pujades,Sant Martí,el Poblenou,"Rbla Poblenou, 88"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Aragó amb carrer Cartagena,Eixample,la Sagrada Família,"C Aragó, 525"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer de Ganduxer amb Via Augusta,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Ganduxer, 65"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Rosari amb Via Augusta,Sarrià-Sant Gervasi,les Tres Torres,"C Rosari, 44"
P001,Internet i comunicacions,WiFi BCN,Centre Cultural Can Fabra,Sant Andreu,Sant Andreu,"C Segre, 24*32"
P001,Internet i comunicacions,WiFi BCN,Casal de Barri de Vallbona,Nou Barris,Vallbona,"C Oristà, 8*10"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Rosselló amb carrer Girona,Eixample,la Dreta de l'Eixample,"C Rosselló, 307"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Villaroel amb carrer Paris,Eixample,l'Antiga Esquerra de l'Eixample,"C Villarroel, 186"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Torre Llobeta,Nou Barris,Vilapicina i la Torre Llobeta,"C Santa Fe, 2*LB"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del c. Vilamarí amb la Gran Via de les Corts Catalanes,Eixample,la Nova Esquerra de l'Eixample,"G.V. Corts Catalanes, 403"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Provençals amb Passeig del Taulat,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,"C Provençals, 11"
P001,Internet i comunicacions,WiFi BCN,"Punt de connexió Barcelona WiFi al carrer Felip II, 212",Sant Andreu,el Congrés i els Indians,"C Felip II, 212"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Felip II amb la Plaça del Doctor Modrego,Sant Andreu,el Congrés i els Indians,"Pl Doctor Modrego, 3"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran Platja d'Aro,Nou Barris,la Trinitat Nova,"C Platja d'Aro, 6"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Gràcia amb el carrer Aragó,Eixample,la Dreta de l'Eixample,"Pg Gràcia, 54"
P001,Internet i comunicacions,WiFi BCN,Oficina d'Atenció Ciutadana del Districte de l'Eixample,Eixample,la Dreta de l'Eixample,"C Aragó, 328"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Sardenya amb carrer València,Eixample,la Sagrada Família,"C Sardenya, 267"
P001,Internet i comunicacions,WiFi BCN,Jardins d'Aclimatació de Montjuïc,Sants-Montjuïc,el Poble Sec,"Av Estadi, 42*48"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla de Prat amb el carrer Gran de Gràcia,Gràcia,la Vila de Gràcia,"Rbla Prat, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer Luis Antúnez,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"Via Augusta, 35"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Gràcia amb el carrer Sèneca,Gràcia,la Vila de Gràcia,"Pg Gràcia, 129"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb carrer del Consell de Cent,Eixample,l'Antiga Esquerra de l'Eixample,"C Casanova, 74"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Roger de Flor amb Trav. de Gràcia,Gràcia,el Camp d'en Grassot i Gràcia Nova,"C Roger de Flor, 336"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Baró de Viver,Sant Andreu,Baró de Viver,"C Quito, 8*10"
P001,Internet i comunicacions,WiFi BCN,Centre Cultural La Farinera del Clot-Teatre,Sant Martí,el Clot,"G.V. Corts Catalanes, 837"
P001,Internet i comunicacions,WiFi BCN,Park Güell,Gràcia,la Salut,"C Olot, 7"
P001,Internet i comunicacions,WiFi BCN,"Punt de connexió Barcelona WiFi a la cruïlla del Passeig Maragall, 101  amb Xiprer",Horta-Guinardó,el Guinardó,"Pg Maragall, 101"
P001,Internet i comunicacions,WiFi BCN,Espai Antoni Miró Peris,Sant Martí,el Camp de l'Arpa del Clot,"Pl Carme Montoriol, 10"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Casa Orlandai,Sarrià-Sant Gervasi,Sarrià,"C Jaume Piquet, 23"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Vilamarí amb l'Avinguda de Roma,Eixample,la Nova Esquerra de l'Eixample,"C Vilamarí, 89"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran Can Novell,Les Corts,les Corts,"C Caballero, 29"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer Demestre,Sarrià-Sant Gervasi,les Tres Torres,"Via Augusta, 316"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran Joan Maragall,Sant Martí,el Besòs i el Maresme,"C Bermejo, 1*5"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Sant Roc amb la Gran Via Corts Catalanes,Sants-Montjuïc,la Font de la Guatlla,"G.V. Corts Catalanes, 304"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Mare de Déu del Coll amb el carrer Maignon,Gràcia,la Salut,"C Mare de Déu del Coll, 10"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de l 'Av. Marquès de l'Argentera amb el carrer Comerç,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","Av Marquès de l'Argentera, 13"
P001,Internet i comunicacions,WiFi BCN,Oficina d'Atenció Ciutadana del Districte de Sant Martí,Sant Martí,el Clot,"Pl Valentí Almirall, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Aribau amb l'Avinguda Diagonal,Eixample,l'Antiga Esquerra de l'Eixample,"Av Diagonal, 433"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Santaló amb carrer Rector Ubach,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Santaló, 87"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Vergós amb carrer Rafael Batlle,Sarrià-Sant Gervasi,Sarrià,"C Vergós, 52"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb el carrer Diputació,Eixample,la Dreta de l'Eixample,"Pg Sant Joan, 39"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Provença,Eixample,l'Antiga Esquerra de l'Eixample,"C Balmes, 119"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Caravel·la La Niña amb Avinguda Diagonal,Les Corts,les Corts,"Av Diagonal, 545"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Gràcia amb el carrer Provença,Eixample,la Dreta de l'Eixample,"Pg Gràcia, 90"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Vallmajor amb Via Augusta,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"Via Augusta, 205"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran Bon Pastor,Sant Andreu,el Bon Pastor,"Pg Mollerussa, 3"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Vergós amb Plaça Artós,Sarrià-Sant Gervasi,les Tres Torres,"C Vergós, 67"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Paral·lel amb Portal de Santa Madrona,Sants-Montjuïc,el Poble Sec,"Av Paral.lel, 29"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb Pg. de la Bonanova,Sarrià-Sant Gervasi,Sarrià,"Via Augusta, 354"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Alcolea amb el Pg. de Sant Antoni,Sants-Montjuïc,Sants,"C Alcolea, 22"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal de la Verneda,Sant Martí,la Verneda i la Pau,"C Binèfar, 10*14"
P001,Internet i comunicacions,WiFi BCN,L'Auditori de Barcelona,Eixample,el Fort Pienc,"C Lepant, 150"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Diagonal amb Via Augusta,Eixample,la Dreta de l'Eixample,"Av Diagonal, 407"
P001,Internet i comunicacions,WiFi BCN,Ludoteca Maria Gràcia Pont,Sant Martí,el Poblenou,"Rbla Poblenou, 77*91"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Santa Rosa amb el carrer Gran de Gràcia,Gràcia,la Vila de Gràcia,"C Santa Rosa, 9"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Calàbria amb Mallorca,Eixample,la Nova Esquerra de l'Eixample,"C Calàbria, 189"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Sant Andreu - La Sagrera,Sant Andreu,Sant Andreu,"C Santa Coloma, 25"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Comte Borrell amb Floridablanca,Eixample,Sant Antoni,"C Comte Borrell, 97"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer Pau Alcover,Sarrià-Sant Gervasi,les Tres Torres,"Via Augusta, 320"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Pas Sota Muralla amb el Passeig d'Isabel II,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","Pas Sota Muralla, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Felip II amb Puerto Príncipe,Sant Andreu,el Congrés i els Indians,"C Felip II, 163"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Conca amb el Passeig Maragall,Sant Martí,el Camp de l'Arpa del Clot,"C Freser, 136"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de l'Av. Paral·lel amb Teodor Bonaplata,Sants-Montjuïc,el Poble Sec,"Av Paral.lel, 135"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Sagrada Família,Eixample,la Sagrada Família,"C Provença, 480"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Vilamarí amb carrer Aragó,Eixample,la Nova Esquerra de l'Eixample,"C Vilamarí, 61"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Pg. de la Bonanova amb carrer d'Anglí,Sarrià-Sant Gervasi,Sarrià,"Pg Bonanova, 86"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Ronda de Sant Pere amb el Passeig de Gràcia,Eixample,la Dreta de l'Eixample,"Rda Sant Pere, 1"
P001,Internet i comunicacions,WiFi BCN,Consell Municipal del Districte de Ciutat Vella,Ciutat Vella,el Raval,"Pl Bonsuccés, 3"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb el carrer Ramón Turró,Sant Martí,el Poblenou,"Rbla Poblenou, 42"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Numància amb carrer Marques de Setmenat,Les Corts,les Corts,"C Numància, 84"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Josep Pla amb Avinguda Diagonal,Sant Martí,el Besòs i el Maresme,"C Josep Pla, 34"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Vintró,Sant Martí,el Clot,"Consell de Cent, 623*629"
P001,Internet i comunicacions,WiFi BCN,Oficina d'Atenció Ciutadana del Districte de Sants - Montjuïc,Sants-Montjuïc,Hostafrancs,"Creu Coberta, 104"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer de Tavern amb carrer Via Augusta,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Tavern, 40"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer d'Enric Granados amb carrer Provença,Eixample,l'Antiga Esquerra de l'Eixample,"C Enric Granados, 77"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Ronda Guinardo amb Edifici d'aigua,Horta-Guinardó,el Baix Guinardó,"Rda Guinardó, 51"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de carrer del Mas Casanovas amb carrer Padilla,Horta-Guinardó,el Baix Guinardó,"C Mas Casanovas, 18"
P001,Internet i comunicacions,WiFi BCN,Biblioteca Vilapicina i la Torre Llobeta,Nou Barris,Vilapicina i la Torre Llobeta,"Pl Carmen Laforet, 11"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Rosselló,Eixample,la Nova Esquerra de l'Eixample,"C Rocafort, 227"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb Londres,Eixample,la Nova Esquerra de l'Eixample,"C Viladomat, 303"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb l'Avinguda Diagonal,Sant Martí,el Parc i la Llacuna del Poblenou,"C Llacuna, 129"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Brusi amb Via Augusta,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Brusi, 56"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Pg Colom amb el Ptge del Dormitori de Sant Francesc,Ciutat Vella,el Barri Gòtic,"Pg Colom, 22"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Sardenya amb Provença,Eixample,la Sagrada Família,"C Sardenya, 301"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Villaroel amb carrer València,Eixample,l'Antiga Esquerra de l'Eixample,"C Villarroel, 128"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de Rambla de Catalunya amb Mallorca,Eixample,la Dreta de l'Eixample,"Rbla Catalunya, 88"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Roger de Llúria amb carrer València,Eixample,la Dreta de l'Eixample,"C Roger de Llúria, 89"
P001,Internet i comunicacions,WiFi BCN,Espai Jove Garcilaso-Sala d'Estudi Garcilaso,Sant Andreu,la Sagrera,"C Garcilaso, 103"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Cotxeres de Sants-Sala d'Actes,Sants-Montjuïc,Sants,"Pl Bonet i Muixí, 7"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb Diputació,Eixample,la Dreta de l'Eixample,"C Pau Claris, 110"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del c. Comte d'Urgell amb la G. V. Corts Catalanes,Eixample,Sant Antoni,"C Comte d'Urgell, 57"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Diagonal amb Roger de Llúria,Eixample,la Dreta de l'Eixample,"Av Diagonal, 363"
P001,Internet i comunicacions,WiFi BCN,Parc de l'Espanya Industrial,Sants-Montjuïc,Sants,"C Muntadas, 1*37"
P001,Internet i comunicacions,WiFi BCN,Casal de Barri Can Baró - El Pirineu,Horta-Guinardó,Can Baró,"C Josep Serrano, 59*71"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic La Sedeta,Gràcia,el Camp d'en Grassot i Gràcia Nova,"C Sicília, 321"
P001,Internet i comunicacions,WiFi BCN,Casal de Barri Torre Baró,Nou Barris,Torre Baró,"Av Escolapi Càncer, 35*37"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic  Teixonera,Horta-Guinardó,la Teixonera,"C Arenys, 75"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marina amb Mallorca,Eixample,la Sagrada Família,"C Mallorca, 422"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Espronceda amb Passeig Taulat,Sant Martí,el Poblenou,"Pg Taulat, 191"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a l'Avinguda Diagonal a prop l'edifici de La Caixa,Les Corts,la Maternitat i Sant Ramon,"Av Diagonal, 629"
P001,Internet i comunicacions,WiFi BCN,Centre Cultural La Farinera del Clot,Sant Martí,el Clot,"G.V. Corts Catalanes, 837"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla Prim amb el carrer Llull,Sant Martí,el Besòs i el Maresme,"C Llull, 404"
P001,Internet i comunicacions,WiFi BCN,Casal de Barri Congrés-Indians,Sant Andreu,el Congrés i els Indians,"C Manigua, 25*35"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Marquès d'Argentera amb Pescateria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","C Pescateria, 9"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Taxdirt amb Sardenya,Gràcia,el Camp d'en Grassot i Gràcia Nova,"C Taxdirt, 18"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Can Ricart,Ciutat Vella,el Raval,"C Sant Oleguer, 8*10"
P001,Internet i comunicacions,WiFi BCN,Unitat Territorial de la Guàrdia Urbana del Districte de Ciutat Vella,Ciutat Vella,el Raval,"C la Rambla, 43"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Muntaner amb carrer Plató,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Muntaner, 405"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb carrer Aragó,Eixample,la Nova Esquerra de l'Eixample,"C Viladomat, 179"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Sant Antoni M. Claret amb Cartagena,Eixample,la Sagrada Família,"C Sant Antoni Maria Claret, 216"
P001,Internet i comunicacions,WiFi BCN,Consell de la Joventut Districte Horta-Guinardó,Horta-Guinardó,Horta,"Pl Eivissa, 17"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb Perú,Sant Martí,Provençals del Poblenou,"C Perú, 46"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Comte d'Urgell amb Floridablanca,Eixample,Sant Antoni,"C Comte d'Urgell, 25"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Bac de Roda,Sant Martí,Sant Martí de Provençals,"Rbla Guipúscoa, 23*25"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Entença amb carrer València,Eixample,la Nova Esquerra de l'Eixample,"C Entença, 123"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Padilla amb carrer Provença,Eixample,la Sagrada Família,"C Padilla, 265"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Gran Via de les Corts Catalanes amb Mèxic,Sants-Montjuïc,Hostafrancs,"Ctra Bordeta, 12"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Guinardó,Horta-Guinardó,el Guinardó,"C Telègraf, 31*45"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Villaroel amb carrer Provença,Eixample,l'Antiga Esquerra de l'Eixample,"C Villarroel, 164"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb Travessera de Gràcia,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"Via Augusta, 57"
